Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
455,Kristaps Porzi??is,26,DAL,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5.0,0.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2,1,34.3,0.5597667638483965,0.22448979591836737,0.05830903790087464,0.020408163265306124,0.04956268221574344,0.046647230320699715,0.04081632653061225
455,Kristaps Porzi??is,26,WAS,17,17,28.2,7.2,15.2,0.475,1.7,4.6,0.367,5.5,10.6,0.522,0.531,5.9,6.8,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,1,39.30000000000001,0.5623409669211195,0.22391857506361318,0.07379134860050889,0.01781170483460559,0.0381679389312977,0.04071246819338421,0.04325699745547072
456,Micah Potter,23,DET,3,0,10.3,1.7,3.7,0.455,0.0,0.7,0.0,1.7,3.0,0.556,0.455,0.7,0.7,1.0,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0,0,7.8999999999999995,0.5063291139240507,0.379746835443038,0.0,0.0379746835443038,0.0379746835443038,0.0379746835443038,0.0
457,Dwight Powell,30,DAL,82,71,21.9,3.3,4.9,0.671,0.2,0.5,0.351,3.1,4.4,0.703,0.687,2.0,2.6,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7,0,16.799999999999997,0.5178571428571429,0.29166666666666674,0.07142857142857144,0.029761904761904767,0.029761904761904767,0.04761904761904763,0.011904761904761908
458,Myles Powell,24,PHI,11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1.0,0.364,0.324,0.2,0.2,1.0,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2,2,2.5,0.48,0.2,0.12,0.04,0.0,0.12,0.04
459,Norman Powell,28,TOT,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,1,29.599999999999998,0.6418918918918919,0.10810810810810813,0.07094594594594596,0.030405405405405407,0.016891891891891893,0.05067567567567568,0.08108108108108109
459,Norman Powell,28,POR,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4.0,5.0,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7,1,29.400000000000002,0.6360544217687074,0.11224489795918366,0.07142857142857142,0.03401360544217687,0.013605442176870748,0.05442176870748299,0.07823129251700679
459,Norman Powell,28,LAC,5,2,25.0,6.4,12.6,0.508,2.6,4.8,0.542,3.8,7.8,0.487,0.611,6.0,7.0,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,2,32.199999999999996,0.6645962732919255,0.08695652173913045,0.08695652173913045,0.012422360248447208,0.024844720496894415,0.04347826086956522,0.08074534161490685
460,Joshua Primo,19,SAS,50,16,19.3,2.0,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,2,12.5,0.46399999999999997,0.184,0.128,0.032,0.04,0.08800000000000001,0.064
461,Taurean Prince,27,MIN,69,8,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,1,13.8,0.5289855072463767,0.18115942028985507,0.07246376811594203,0.05072463768115942,0.021739130434782608,0.057971014492753624,0.08695652173913043
462,Payton Pritchard,24,BOS,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,2,12.6,0.4920634920634921,0.15079365079365079,0.15873015873015872,0.03174603174603175,0.007936507936507938,0.047619047619047616,0.1111111111111111
463,Trevelin Queen,24,HOU,10,0,7.4,1.5,3.3,0.455,0.9,2.4,0.375,0.6,0.9,0.667,0.591,0.4,0.4,1.0,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,2,8.5,0.5058823529411764,0.18823529411764706,0.047058823529411764,0.058823529411764705,0.011764705882352941,0.08235294117647059,0.10588235294117647
464,Neemias Queta,22,SAC,14,0,8.6,1.2,2.7,0.447,0.0,0.0,0.0,1.2,2.7,0.447,0.447,0.8,1.2,0.647,1.0,1.2,2.2,0.4,0.1,0.6,0.4,1.3,3.2,0,6.9,0.463768115942029,0.31884057971014496,0.057971014492753624,0.014492753623188406,0.08695652173913043,0.057971014492753624,0.0
465,Immanuel Quickley,22,NYK,78,3,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,2,21.8,0.518348623853211,0.14678899082568808,0.1605504587155963,0.03211009174311926,0.0,0.05963302752293578,0.08256880733944955
466,Jahmi'us Ramsey,20,SAC,19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1.0,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,2,5.1,0.627450980392157,0.13725490196078433,0.07843137254901962,0.019607843137254905,0.019607843137254905,0.058823529411764705,0.058823529411764705
467,Julius Randle,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,1,41.400000000000006,0.4855072463768116,0.23913043478260868,0.12318840579710143,0.01690821256038647,0.012077294685990336,0.08212560386473429,0.041062801932367145
468,Austin Reaves,23,LAL,61,19,23.2,2.4,5.2,0.459,0.9,2.7,0.317,1.5,2.5,0.616,0.542,1.6,1.9,0.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,2,14.700000000000001,0.49659863945578225,0.21768707482993196,0.12244897959183673,0.03401360544217687,0.02040816326530612,0.04761904761904761,0.061224489795918366
469,Cam Reddish,22,TOT,49,7,20.7,3.4,8.3,0.404,1.3,3.8,0.359,2.0,4.6,0.442,0.485,2.1,2.3,0.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,1,17.0,0.5941176470588235,0.12352941176470589,0.058823529411764705,0.058823529411764705,0.01764705882352941,0.07058823529411765,0.07647058823529412
469,Cam Reddish,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,1,19.8,0.601010101010101,0.12626262626262627,0.05555555555555556,0.050505050505050504,0.01515151515151515,0.06565656565656566,0.08585858585858586
469,Cam Reddish,22,NYK,15,0,14.3,1.8,4.3,0.415,0.5,2.1,0.258,1.3,2.3,0.559,0.477,1.9,2.1,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1,1,10.700000000000001,0.5700934579439252,0.1308411214953271,0.06542056074766354,0.07476635514018691,0.02803738317757009,0.08411214953271028,0.04672897196261682
470,Davon Reed,26,DEN,48,5,13.9,1.7,3.4,0.503,0.8,1.8,0.43,0.9,1.6,0.587,0.618,0.2,0.3,0.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4,2,9.600000000000001,0.4583333333333333,0.2395833333333333,0.11458333333333333,0.05208333333333333,0.020833333333333332,0.031249999999999993,0.08333333333333333
471,Paul Reed,22,PHI,38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.573,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,0,7.6000000000000005,0.40789473684210525,0.3157894736842105,0.05263157894736842,0.11842105263157894,0.05263157894736842,0.039473684210526314,0.013157894736842105
472,Naz Reid,22,MIN,77,6,15.8,3.0,6.2,0.489,0.7,2.2,0.343,2.3,4.0,0.568,0.549,1.5,1.9,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,0,16.3,0.5092024539877301,0.23926380368098157,0.05521472392638037,0.03067484662576687,0.05521472392638037,0.06748466257668712,0.042944785276073615
473,Nick Richards,24,CHO,50,5,7.3,1.2,1.8,0.667,0.0,0.0,0.0,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,0,6.1000000000000005,0.4918032786885245,0.2786885245901639,0.04918032786885245,0.03278688524590164,0.06557377049180328,0.08196721311475409,0.0
474,Josh Richardson,28,TOT,65,7,24.6,3.6,8.2,0.438,1.6,3.8,0.415,2.0,4.4,0.458,0.534,1.5,1.7,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8,10.2,2,18.700000000000003,0.5454545454545453,0.14973262032085558,0.09625668449197859,0.048128342245989296,0.0213903743315508,0.053475935828877,0.0855614973262032
474,Josh Richardson,28,BOS,44,0,24.7,3.5,7.8,0.443,1.4,3.5,0.397,2.0,4.3,0.481,0.534,1.4,1.6,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7,2,17.599999999999998,0.5511363636363636,0.1590909090909091,0.08522727272727273,0.04545454545454546,0.02840909090909091,0.051136363636363646,0.07954545454545454
474,Josh Richardson,28,SAS,21,7,24.4,3.9,9.1,0.429,1.9,4.3,0.444,2.0,4.8,0.416,0.534,1.7,1.8,0.946,0.8,2.1,2.9,2.3,1.0,0.3,1.3,1.6,11.4,2,21.1,0.5402843601895735,0.13744075829383884,0.10900473933649288,0.04739336492890995,0.014218009478672985,0.061611374407582936,0.0900473933649289
475,Austin Rivers,29,DEN,67,18,22.1,2.2,5.2,0.417,1.2,3.4,0.342,1.0,1.8,0.563,0.53,0.5,0.7,0.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0,2,11.9,0.5042016806722689,0.14285714285714285,0.1092436974789916,0.06722689075630252,0.008403361344537815,0.06722689075630252,0.10084033613445377
476,Duncan Robinson,27,MIA,79,68,25.9,3.7,9.2,0.399,2.9,7.9,0.372,0.7,1.3,0.569,0.559,0.6,0.8,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,2,19.499999999999996,0.5589743589743591,0.13333333333333336,0.08205128205128207,0.025641025641025647,0.010256410256410258,0.04102564102564103,0.14871794871794874
477,Justin Robinson,24,TOT,25,0,12.2,1.1,3.7,0.301,0.7,2.4,0.295,0.4,1.3,0.313,0.398,0.2,0.3,0.5,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1,2,7.000000000000001,0.44285714285714284,0.11428571428571428,0.1857142857142857,0.05714285714285714,0.0,0.09999999999999998,0.09999999999999998
477,Justin Robinson,24,MIL,17,0,11.6,1.1,3.4,0.316,0.6,2.2,0.27,0.5,1.2,0.4,0.404,0.1,0.1,1.0,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8,2,6.499999999999999,0.4307692307692308,0.1230769230769231,0.18461538461538463,0.07692307692307693,0.0,0.09230769230769231,0.09230769230769231
477,Justin Robinson,24,SAC,3,0,5.0,0.3,2.7,0.125,0.0,1.0,0.0,0.3,1.7,0.2,0.125,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7,2,2.0,0.35,0.15,0.35,0.0,0.0,0.15,0.0
477,Justin Robinson,24,DET,5,0,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.143,0.464,0.4,1.2,0.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6,2,11.799999999999999,0.4745762711864407,0.11864406779661017,0.15254237288135594,0.016949152542372885,0.016949152542372885,0.08474576271186442,0.13559322033898308
478,Mitchell Robinson,23,NYK,72,62,25.7,3.6,4.8,0.761,0.0,0.0,0.0,3.6,4.8,0.761,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,0,21.000000000000004,0.4047619047619047,0.40952380952380946,0.023809523809523805,0.03809523809523809,0.0857142857142857,0.03809523809523809,0.0
479,Jeremiah Robinson-Earl,21,OKC,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,0,17.0,0.4411764705882353,0.32941176470588235,0.058823529411764705,0.03529411764705882,0.01764705882352941,0.047058823529411764,0.07058823529411765
480,Isaiah Roby,23,OKC,45,28,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.545,0.582,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,1,20.1,0.5024875621890547,0.2388059701492537,0.07960199004975124,0.03980099502487562,0.03980099502487562,0.04975124378109452,0.04975124378109452
481,Rajon Rondo,35,TOT,39,1,17.9,1.7,4.5,0.386,0.8,2.3,0.352,0.9,2.3,0.42,0.474,0.5,0.7,0.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,2,15.5,0.3096774193548387,0.18064516129032257,0.2838709677419355,0.05161290322580645,0.012903225806451613,0.10967741935483871,0.05161290322580645
481,Rajon Rondo,35,LAL,18,0,16.1,1.3,3.9,0.324,0.4,1.7,0.267,0.8,2.3,0.366,0.38,0.1,0.1,0.5,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1,2,12.8,0.2421875,0.2109375,0.2890625,0.05468749999999999,0.023437499999999997,0.14843749999999997,0.03125
481,Rajon Rondo,35,CLE,21,1,19.4,2.1,5.0,0.429,1.1,2.8,0.397,1.0,2.2,0.468,0.538,0.9,1.1,0.75,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5,6.2,2,17.500000000000004,0.3542857142857142,0.15999999999999995,0.27999999999999997,0.05142857142857142,0.0,0.09142857142857141,0.06285714285714285
482,Derrick Rose,33,NYK,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7.0,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,2,23.2,0.5172413793103449,0.12931034482758622,0.1724137931034483,0.034482758620689655,0.021551724137931036,0.06465517241379311,0.06034482758620689
483,Terrence Ross,30,ORL,63,0,23.0,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,2,17.4,0.574712643678161,0.14942528735632185,0.10344827586206898,0.02298850574712644,0.01149425287356322,0.06896551724137931,0.06896551724137931
484,Terry Rozier,27,CHO,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,2,34.0,0.5676470588235294,0.1264705882352941,0.1323529411764706,0.03823529411764706,0.008823529411764706,0.03823529411764706,0.08823529411764706
485,Ricky Rubio,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7.0,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,2,29.699999999999996,0.4410774410774411,0.13804713804713806,0.22222222222222224,0.04713804713804714,0.0067340067340067354,0.08754208754208756,0.05723905723905725
486,D'Angelo Russell,25,MIN,65,65,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,2,35.0,0.5171428571428572,0.09428571428571428,0.20285714285714285,0.02857142857142857,0.008571428571428572,0.07142857142857142,0.07714285714285715
487,Matt Ryan,24,BOS,1,0,5.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,5.0,0.6,0.0,0.0,0.2,0.0,0.0,0.2
488,Domantas Sabonis,25,TOT,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,0,41.300000000000004,0.4576271186440677,0.29297820823244547,0.12590799031476996,0.024213075060532684,0.009685230024213074,0.07506053268765132,0.01452784503631961
488,Domantas Sabonis,25,IND,47,46,34.7,7.0,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,0,41.2,0.4587378640776698,0.2936893203883495,0.12135922330097086,0.024271844660194174,0.012135922330097087,0.07281553398058252,0.01699029126213592
488,Domantas Sabonis,25,SAC,15,15,33.6,7.5,13.5,0.554,0.3,1.1,0.235,7.2,12.3,0.584,0.564,3.7,4.9,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,1,41.99999999999999,0.45000000000000007,0.2928571428571429,0.1380952380952381,0.021428571428571432,0.0071428571428571435,0.08333333333333334,0.0071428571428571435
489,Olivier Sarr,22,OKC,22,2,19.1,2.6,4.6,0.574,0.6,1.3,0.448,2.0,3.3,0.625,0.639,1.1,1.3,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,0,14.7,0.4761904761904762,0.28571428571428575,0.06122448979591837,0.020408163265306124,0.047619047619047616,0.06802721088435375,0.04081632653061225
490,Tomá Satoransk?,30,TOT,55,13,16.5,1.3,3.5,0.377,0.2,1.0,0.208,1.1,2.5,0.442,0.406,0.8,1.0,0.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,2,10.799999999999999,0.33333333333333337,0.21296296296296297,0.3055555555555556,0.0462962962962963,0.00925925925925926,0.07407407407407408,0.01851851851851852
490,Tomá Satoransk?,30,NOP,32,3,15.0,1.0,3.3,0.299,0.2,1.0,0.161,0.8,2.4,0.355,0.322,0.6,0.8,0.76,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8,2,8.499999999999998,0.3294117647058824,0.23529411764705888,0.28235294117647064,0.04705882352941178,0.0,0.0823529411764706,0.02352941176470589
490,Tomá Satoransk?,30,SAS,1,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,4.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
490,Tomá Satoransk?,30,WAS,22,10,18.9,1.8,3.8,0.476,0.3,1.0,0.273,1.5,2.8,0.548,0.512,1.0,1.1,0.84,0.4,2.4,2.8,4.9,0.7,0.2,1.0,1.7,4.9,2,14.8,0.3310810810810811,0.18918918918918917,0.3310810810810811,0.04729729729729729,0.013513513513513514,0.06756756756756756,0.020270270270270268
491,Jordan Schakel,23,WAS,4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0.0,1.3,0.0,0.136,0.5,0.5,1.0,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,2,4.199999999999999,0.3095238095238096,0.4761904761904763,0.0,0.07142857142857144,0.0,0.07142857142857144,0.07142857142857144
492,Admiral Schofield,24,ORL,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,1,8.299999999999999,0.45783132530120485,0.27710843373493976,0.08433734939759037,0.01204819277108434,0.01204819277108434,0.07228915662650603,0.08433734939759037
493,Dennis Schröder,28,TOT,64,29,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.5,7.4,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,2,25.8,0.5232558139534883,0.12790697674418602,0.17829457364341084,0.031007751937984496,0.003875968992248062,0.08527131782945736,0.050387596899224806
493,Dennis Schröder,28,BOS,49,25,29.2,5.2,11.9,0.44,1.4,3.9,0.349,3.9,8.0,0.485,0.497,2.5,3.0,0.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4,2,26.3,0.5475285171102662,0.12547528517110265,0.1596958174904943,0.030418250950570342,0.0038022813688212928,0.07984790874524715,0.053231939163498096
493,Dennis Schröder,28,HOU,15,4,26.9,3.7,9.3,0.393,1.3,3.9,0.328,2.4,5.5,0.439,0.461,2.3,2.6,0.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9,2,25.000000000000004,0.43599999999999994,0.13199999999999998,0.236,0.032,0.008,0.104,0.052
494,Tre Scott,25,CLE,2,0,5.5,1.5,3.0,0.5,0.0,0.5,0.0,1.5,2.5,0.6,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,1,5.0,0.6,0.2,0.0,0.1,0.1,0.0,0.0
495,Jay Scrubb,21,LAC,18,0,6.7,1.0,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,2,5.1000000000000005,0.5294117647058824,0.1764705882352941,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0588235294117647
496,Wayne Selden,27,NYK,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,2,2.5999999999999996,0.653846153846154,0.11538461538461539,0.11538461538461539,0.0,0.0,0.0,0.11538461538461539
497,Alperen Þengün,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,0,21.799999999999997,0.44036697247706424,0.2522935779816514,0.11926605504587158,0.03669724770642203,0.04128440366972478,0.09174311926605505,0.018348623853211014
498,Collin Sexton,23,CLE,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,2,26.1,0.6130268199233716,0.1264367816091954,0.08045977011494253,0.034482758620689655,0.0,0.10727969348659003,0.038314176245210725
499,Landry Shamet,24,PHO,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,2,14.600000000000001,0.5684931506849314,0.1232876712328767,0.1095890410958904,0.0273972602739726,0.00684931506849315,0.0410958904109589,0.1232876712328767
500,Day'Ron Sharpe,20,BRK,32,8,12.2,2.7,4.7,0.577,0.1,0.2,0.286,2.6,4.4,0.592,0.584,0.8,1.3,0.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,1,13.5,0.45925925925925926,0.37037037037037035,0.037037037037037035,0.022222222222222223,0.037037037037037035,0.06666666666666667,0.007407407407407408
501,Pascal Siakam,27,TOR,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,1,42.300000000000004,0.5390070921985816,0.20094562647754136,0.12529550827423167,0.030732860520094562,0.014184397163120565,0.06382978723404255,0.026004728132387706
502,Chris Silva,25,TOT,10,0,9.1,0.8,1.5,0.533,0.0,0.0,0.0,0.8,1.5,0.533,0.533,1.0,1.2,0.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6,1,7.8,0.33333333333333337,0.46153846153846156,0.08974358974358974,0.0,0.012820512820512822,0.10256410256410257,0.0
502,Chris Silva,25,MIN,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
502,Chris Silva,25,MIA,9,0,9.8,0.9,1.7,0.533,0.0,0.0,0.0,0.9,1.7,0.533,0.533,1.1,1.3,0.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9,1,8.6,0.3372093023255814,0.4534883720930233,0.0930232558139535,0.0,0.011627906976744188,0.10465116279069768,0.0
503,Marko Simonovic,22,CHI,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,0,3.5000000000000004,0.5428571428571428,0.3142857142857143,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857
504,Anfernee Simons,22,POR,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,2,29.500000000000004,0.5864406779661017,0.08813559322033898,0.13220338983050844,0.016949152542372878,0.003389830508474576,0.06779661016949151,0.10508474576271186
505,Zavier Simpson,24,OKC,4,4,43.5,4.8,13.0,0.365,0.3,2.0,0.125,4.5,11.0,0.409,0.375,1.3,1.3,1.0,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0,2,28.900000000000002,0.38062283737024216,0.1833910034602076,0.25951557093425603,0.04498269896193771,0.03460207612456747,0.08650519031141868,0.010380622837370242
506,Jericho Sims,23,NYK,41,5,13.5,1.0,1.3,0.722,0.0,0.0,0.0,1.0,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,1,8.1,0.271604938271605,0.5061728395061729,0.0617283950617284,0.037037037037037035,0.0617283950617284,0.0617283950617284,0.0
507,Deividas Sirvydis,21,DET,3,0,9.0,0.3,3.3,0.1,0.3,2.3,0.143,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0,2,4.8999999999999995,0.20408163265306126,0.4081632653061225,0.06122448979591837,0.20408163265306126,0.06122448979591837,0.0,0.06122448979591837
508,Javonte Smart,22,TOT,17,1,11.8,1.1,3.5,0.317,0.5,1.6,0.296,0.6,1.9,0.333,0.383,0.3,0.4,0.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,2,7.000000000000001,0.4285714285714285,0.19999999999999996,0.12857142857142856,0.05714285714285714,0.02857142857142857,0.0857142857142857,0.07142857142857142
508,Javonte Smart,22,MIL,13,1,12.3,0.8,3.3,0.256,0.3,1.4,0.222,0.5,1.9,0.28,0.302,0.4,0.5,0.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4,2,6.5,0.3692307692307692,0.23076923076923078,0.16923076923076924,0.04615384615384615,0.03076923076923077,0.10769230769230768,0.04615384615384615
