Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
210,Blake Griffin,32,BRK,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,1,14.5,0.44137931034482764,0.2827586206896551,0.13103448275862067,0.034482758620689655,0.020689655172413793,0.041379310344827586,0.04827586206896552
211,Quentin Grimes,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,2,12.099999999999998,0.4958677685950414,0.16528925619834714,0.08264462809917357,0.057851239669421496,0.016528925619834715,0.04958677685950414,0.13223140495867772
212,Kyle Guy,24,MIA,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,2,7.6000000000000005,0.513157894736842,0.11842105263157894,0.11842105263157894,0.05263157894736842,0.013157894736842105,0.09210526315789472,0.09210526315789472
213,Rui Hachimura,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,1,19.000000000000004,0.5947368421052631,0.19999999999999996,0.057894736842105256,0.026315789473684206,0.010526315789473682,0.04210526315789473,0.06842105263157894
214,Tyrese Haliburton,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,2,34.5,0.4434782608695652,0.11594202898550725,0.23768115942028983,0.049275362318840575,0.017391304347826087,0.07536231884057971,0.06086956521739131
214,Tyrese Haliburton,21,SAC,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,2,32.3,0.4427244582043344,0.12074303405572756,0.22910216718266257,0.052631578947368425,0.021671826625386997,0.07120743034055728,0.061919504643962855
214,Tyrese Haliburton,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,2,39.2,0.4464285714285714,0.10969387755102039,0.24489795918367344,0.04591836734693877,0.01530612244897959,0.08163265306122448,0.05612244897959184
216,R.J. Hampton,20,ORL,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,2,16.4,0.4634146341463415,0.1829268292682927,0.15243902439024393,0.042682926829268296,0.012195121951219514,0.08536585365853659,0.06097560975609757
217,Tim Hardaway Jr.,29,DAL,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,2,24.299999999999997,0.5843621399176955,0.15226337448559674,0.09053497942386833,0.03703703703703704,0.00411522633744856,0.03292181069958848,0.09876543209876544
218,James Harden,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,2,48.599999999999994,0.4526748971193416,0.15843621399176958,0.21193415637860086,0.02674897119341564,0.01234567901234568,0.09053497942386833,0.047325102880658436
218,James Harden,32,BRK,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,2,49.8,0.45180722891566266,0.1606425702811245,0.20481927710843373,0.026104417670682733,0.014056224899598393,0.0963855421686747,0.04618473895582329
218,James Harden,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,2,45.60000000000001,0.4605263157894736,0.15570175438596487,0.2302631578947368,0.026315789473684206,0.0043859649122807015,0.07456140350877191,0.04824561403508772
219,Maurice Harkless,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,1,9.999999999999998,0.46,0.24000000000000005,0.05000000000000001,0.06000000000000001,0.05000000000000001,0.07,0.07
220,Jared Harper,24,NOP,5,0,8.6,2.8,5.2,0.538,1.0,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,2,13.000000000000002,0.5692307692307692,0.030769230769230767,0.21538461538461534,0.061538461538461535,0.015384615384615384,0.030769230769230767,0.07692307692307691
221,Montrezl Harrell,28,TOT,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,0,23.3,0.5622317596566523,0.2618025751072961,0.08583690987124463,0.017167381974248927,0.02575107296137339,0.04291845493562232,0.004291845493562232
221,Montrezl Harrell,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8.0,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,0,25.200000000000003,0.5595238095238094,0.26587301587301587,0.08333333333333333,0.015873015873015872,0.027777777777777773,0.04365079365079365,0.003968253968253968
221,Montrezl Harrell,28,CHO,25,0,21.0,4.4,6.9,0.645,0.0,0.1,0.0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,0,20.099999999999998,0.5671641791044777,0.24378109452736324,0.09950248756218906,0.019900497512437814,0.024875621890547265,0.04477611940298508,0.0
222,Gary Harris,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,2,18.9,0.5873015873015873,0.10582010582010583,0.09523809523809525,0.052910052910052914,0.005291005291005292,0.052910052910052914,0.10052910052910054
223,Joe Harris,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,1,20.900000000000002,0.5406698564593301,0.1913875598086124,0.0478468899521531,0.02392344497607655,0.004784688995215311,0.05263157894736842,0.138755980861244
224,Tobias Harris,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,1,31.700000000000003,0.5425867507886435,0.2145110410094637,0.11041009463722397,0.018927444794952678,0.018927444794952678,0.050473186119873815,0.044164037854889586
225,Shaquille Harrison,28,BRK,2,0,11.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,0.0,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0,2,7.5,0.26666666666666666,0.26666666666666666,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0
226,Josh Hart,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,2,31.000000000000004,0.48064516129032253,0.23225806451612901,0.132258064516129,0.035483870967741936,0.0064516129032258064,0.06774193548387096,0.045161290322580636
226,Josh Hart,26,NOP,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,2,29.7,0.4511784511784512,0.26262626262626265,0.13804713804713803,0.03703703703703704,0.0101010101010101,0.06734006734006734,0.03367003367003367
226,Josh Hart,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,1,35.9,0.5543175487465181,0.15041782729805014,0.11977715877437325,0.033426183844011144,0.0055710306406685246,0.06963788300835655,0.06685236768802229
227,Isaiah Hartenstein,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,0,18.8,0.44148936170212766,0.26063829787234044,0.1276595744680851,0.03723404255319149,0.05851063829787234,0.06382978723404255,0.010638297872340425
228,Udonis Haslem,41,MIA,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,0,5.3999999999999995,0.462962962962963,0.35185185185185186,0.05555555555555556,0.01851851851851852,0.01851851851851852,0.07407407407407408,0.01851851851851852
229,Sam Hauser,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,0.0,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,1,4.8999999999999995,0.5102040816326531,0.2244897959183674,0.0816326530612245,0.0,0.020408163265306124,0.020408163265306124,0.14285714285714288
230,Jaxson Hayes,21,NOP,70,28,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,0,16.8,0.5535714285714286,0.26785714285714285,0.03571428571428571,0.02976190476190476,0.047619047619047616,0.047619047619047616,0.017857142857142856
231,Killian Hayes,20,DET,66,40,25.0,2.7,7.0,0.383,0.7,2.5,0.263,2.0,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,2,18.4,0.37500000000000006,0.1739130434782609,0.2282608695652174,0.06521739130434782,0.027173913043478264,0.0923913043478261,0.03804347826086957
232,Gordon Hayward,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,1,29.0,0.5482758620689655,0.1586206896551724,0.12413793103448276,0.034482758620689655,0.013793103448275864,0.05862068965517241,0.06206896551724138
233,Aaron Henry,22,PHI,6,0,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,1,1.1,0.2727272727272727,0.18181818181818182,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0
234,Juancho Hernangómez,26,TOT,40,9,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3,1,8.0,0.4125,0.3125,0.0625,0.05,0.0375,0.05,0.075
234,Juancho Hernangómez,26,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1.0,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1,1,3.5000000000000004,0.3142857142857143,0.3999999999999999,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0857142857142857,0.05714285714285714
234,Juancho Hernangómez,26,SAS,5,0,10.2,0.4,1.2,0.333,0.0,0.6,0.0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3.0,0.6,0.2,0.2,0.4,0.0,1.4,1,5.800000000000001,0.24137931034482754,0.5172413793103448,0.10344827586206895,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.0
234,Juancho Hernangómez,26,UTA,17,9,17.5,2.2,4.3,0.507,1.2,2.8,0.438,0.9,1.5,0.64,0.651,0.6,1.2,0.476,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,6.2,1,13.1,0.4732824427480916,0.26717557251908397,0.06106870229007634,0.03816793893129771,0.03053435114503817,0.03816793893129771,0.0916030534351145
235,Willy Hernangómez,27,NOP,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,0.526,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1,0,19.099999999999998,0.4764397905759163,0.356020942408377,0.0680628272251309,0.020942408376963356,0.020942408376963356,0.052356020942408384,0.005235602094240839
236,Tyler Herro,22,MIA,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,2,35.800000000000004,0.5782122905027932,0.13966480446927373,0.11173184357541899,0.01955307262569832,0.0027932960893854745,0.07262569832402234,0.07541899441340781
237,Buddy Hield,29,TOT,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,2,29.099999999999998,0.5360824742268041,0.1512027491408935,0.09621993127147767,0.030927835051546396,0.010309278350515464,0.06529209621993128,0.10996563573883163
237,Buddy Hield,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9.0,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4,2,26.4,0.5454545454545455,0.15151515151515152,0.07196969696969698,0.034090909090909095,0.011363636363636364,0.060606060606060615,0.125
237,Buddy Hield,29,IND,26,26,35.6,7.0,15.6,0.447,3.1,8.5,0.362,3.9,7.1,0.549,0.546,1.2,1.3,0.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2,2,34.99999999999999,0.5200000000000001,0.14571428571428574,0.13714285714285718,0.028571428571428577,0.011428571428571432,0.06857142857142859,0.08857142857142859
238,Haywood Highsmith,25,MIA,19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,1,5.0,0.45999999999999996,0.27999999999999997,0.06,0.02,0.04,0.04,0.1
239,George Hill,35,MIL,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,2,13.800000000000002,0.4492753623188405,0.21014492753623185,0.15942028985507245,0.05797101449275362,0.007246376811594202,0.05797101449275362,0.05797101449275362
240,Malcolm Hill,26,TOT,19,0,11.2,1.3,2.7,0.462,0.7,1.9,0.361,0.6,0.8,0.688,0.587,0.6,0.7,0.786,0.6,1.3,1.8,0.4,0.4,0.2,0.2,1.3,3.8,1,7.500000000000001,0.5066666666666666,0.24,0.05333333333333333,0.05333333333333333,0.026666666666666665,0.026666666666666665,0.09333333333333331
240,Malcolm Hill,26,ATL,3,0,15.3,1.7,2.7,0.625,1.0,1.7,0.6,0.7,1.0,0.667,0.813,1.3,1.3,1.0,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,2,10.600000000000001,0.5377358490566038,0.18867924528301885,0.028301886792452824,0.12264150943396225,0.028301886792452824,0.0,0.09433962264150943
240,Malcolm Hill,26,CHI,16,0,10.4,1.2,2.8,0.432,0.6,1.9,0.323,0.6,0.8,0.692,0.545,0.4,0.6,0.7,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4,1,6.7,0.5074626865671642,0.26865671641791045,0.05970149253731343,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.08955223880597014
241,Solomon Hill,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1.0,0.154,0.1,0.5,0.143,0.2,0.0,0.0,0.0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,1,4.1,0.14634146341463417,0.4390243902439025,0.21951219512195125,0.07317073170731708,0.04878048780487806,0.02439024390243903,0.04878048780487806
242,Nate Hinton,22,IND,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
243,Jaylen Hoard,22,OKC,7,5,34.3,6.3,12.9,0.489,1.3,3.6,0.36,5.0,9.3,0.538,0.539,0.9,2.0,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,14.7,1,33.099999999999994,0.4441087613293052,0.36253776435045326,0.07250755287009064,0.027190332326283994,0.021148036253776436,0.03323262839879155,0.0392749244712991
244,Aaron Holiday,25,TOT,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,2,13.099999999999998,0.4809160305343512,0.14503816793893132,0.18320610687022904,0.0534351145038168,0.007633587786259543,0.08396946564885498,0.04580152671755726
244,Aaron Holiday,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5,6.1,2,11.999999999999998,0.5083333333333334,0.13333333333333336,0.15833333333333335,0.05,0.01666666666666667,0.08333333333333334,0.05
244,Aaron Holiday,25,PHO,22,1,16.3,2.3,5.6,0.411,0.7,1.6,0.444,1.6,4.0,0.398,0.476,1.4,1.5,0.939,0.7,1.8,2.5,3.4,0.8,0.0,1.3,1.5,6.8,2,15.500000000000002,0.4387096774193548,0.16129032258064513,0.2193548387096774,0.05161290322580645,0.0,0.08387096774193548,0.045161290322580636
245,Jrue Holiday,31,MIL,67,64,32.9,7.1,14.2,0.501,2.0,4.8,0.411,5.2,9.4,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,2,36.300000000000004,0.5041322314049587,0.12396694214876032,0.18732782369146003,0.04407713498622589,0.011019283746556472,0.0743801652892562,0.055096418732782364
246,Justin Holiday,32,TOT,74,65,27.8,3.5,8.9,0.394,2.4,6.5,0.367,1.1,2.4,0.467,0.528,0.7,0.8,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1,1,18.9,0.5343915343915344,0.1375661375661376,0.08994708994708996,0.04232804232804233,0.021164021164021166,0.04761904761904762,0.12698412698412698
246,Justin Holiday,32,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1,11.0,1,20.3,0.541871921182266,0.13793103448275862,0.08866995073891626,0.034482758620689655,0.019704433497536946,0.04926108374384236,0.12807881773399016
246,Justin Holiday,32,SAC,25,25,25.6,2.8,8.2,0.348,2.0,5.8,0.342,0.8,2.3,0.362,0.471,0.6,0.8,0.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2.0,8.3,2,16.200000000000003,0.5123456790123456,0.13580246913580246,0.09259259259259257,0.04938271604938271,0.03703703703703703,0.04938271604938271,0.12345679012345677
247,Richaun Holmes,28,SAC,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,0,20.999999999999996,0.49523809523809537,0.33333333333333337,0.052380952380952396,0.019047619047619053,0.042857142857142864,0.05714285714285715,0.0
248,Rodney Hood,29,TOT,52,0,13.6,1.1,3.0,0.369,0.6,1.8,0.33,0.5,1.3,0.424,0.465,0.3,0.4,0.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,1,6.499999999999999,0.476923076923077,0.2307692307692308,0.1076923076923077,0.046153846153846156,0.015384615384615387,0.030769230769230774,0.09230769230769231
248,Rodney Hood,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3,1,6.999999999999999,0.4714285714285715,0.24285714285714288,0.11428571428571431,0.04285714285714286,0.014285714285714289,0.028571428571428577,0.08571428571428572
248,Rodney Hood,29,LAC,13,0,9.8,0.9,2.0,0.462,0.5,0.8,0.545,0.5,1.2,0.4,0.577,0.3,0.4,0.8,0.2,0.6,0.8,0.6,0.2,0.2,0.3,0.3,2.6,2,5.2,0.5,0.15384615384615385,0.11538461538461538,0.038461538461538464,0.038461538461538464,0.05769230769230769,0.09615384615384615
249,Scotty Hopson,32,OKC,1,0,18.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2,8.0,0.5,0.125,0.125,0.0,0.0,0.25,0.0
250,Al Horford,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,0,25.499999999999996,0.4,0.3019607843137255,0.13333333333333336,0.027450980392156866,0.05098039215686275,0.03529411764705883,0.05098039215686275
251,Talen Horton-Tucker,21,LAL,60,19,25.2,3.7,9.0,0.416,0.8,3.0,0.269,2.9,5.9,0.492,0.462,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5,10.0,2,19.599999999999998,0.5102040816326531,0.163265306122449,0.13775510204081634,0.051020408163265314,0.025510204081632657,0.07142857142857144,0.04081632653061225
252,Danuel House Jr.,28,TOT,42,7,17.3,1.9,4.7,0.404,1.0,2.8,0.376,0.9,1.9,0.444,0.515,1.0,1.4,0.759,0.4,2.2,2.6,1.0,0.5,0.4,0.8,1.2,5.9,1,12.200000000000001,0.48360655737704916,0.21311475409836064,0.08196721311475409,0.040983606557377046,0.03278688524590164,0.06557377049180328,0.08196721311475409
252,Danuel House Jr.,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8,1,11.0,0.43636363636363634,0.24545454545454548,0.10909090909090909,0.02727272727272727,0.02727272727272727,0.1,0.05454545454545454
252,Danuel House Jr.,28,UTA,25,6,19.6,2.2,4.9,0.447,1.4,3.3,0.415,0.8,1.6,0.512,0.585,1.1,1.6,0.692,0.6,2.2,2.7,1.0,0.6,0.5,0.6,1.4,6.8,1,13.6,0.5,0.1985294117647059,0.07352941176470588,0.04411764705882353,0.03676470588235294,0.04411764705882353,0.10294117647058823
253,Dwight Howard,36,LAL,60,27,16.2,2.2,3.7,0.612,0.1,0.3,0.533,2.1,3.4,0.618,0.63,1.6,2.4,0.658,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2,0,14.8,0.4189189189189189,0.39864864864864863,0.040540540540540536,0.040540540540540536,0.040540540540540536,0.05405405405405406,0.006756756756756757
254,Markus Howard,22,DEN,31,0,5.7,1.3,3.3,0.386,0.9,2.3,0.4,0.4,1.0,0.355,0.525,0.6,0.7,0.87,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.5,4.1,2,6.1000000000000005,0.6721311475409835,0.06557377049180328,0.03278688524590164,0.04918032786885245,0.0,0.03278688524590164,0.14754098360655737
255,Kevin Huerter,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,2,22.699999999999996,0.5330396475770925,0.1497797356828194,0.11894273127753308,0.030837004405286347,0.017621145374449344,0.052863436123348026,0.0969162995594714
256,Jay Huff,23,LAL,4,0,5.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,0.0,0,2.2,0.0,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.0
257,Elijah Hughes,23,TOT,36,4,12.1,1.3,4.0,0.326,0.7,2.6,0.263,0.6,1.4,0.449,0.413,0.2,0.3,0.778,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5,2,7.5,0.4666666666666667,0.21333333333333335,0.08,0.05333333333333334,0.02666666666666667,0.06666666666666667,0.09333333333333332
257,Elijah Hughes,23,UTA,14,1,8.0,1.1,2.6,0.417,0.7,2.0,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1.0,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1,1,6.3,0.4920634920634921,0.19047619047619047,0.0634920634920635,0.047619047619047616,0.015873015873015876,0.07936507936507936,0.1111111111111111
257,Elijah Hughes,23,POR,22,3,14.6,1.5,4.9,0.296,0.7,3.0,0.224,0.8,1.9,0.415,0.366,0.2,0.3,0.667,0.2,1.7,1.9,0.7,0.5,0.3,0.5,1.5,3.8,2,8.399999999999999,0.45238095238095244,0.22619047619047622,0.08333333333333334,0.059523809523809534,0.03571428571428572,0.059523809523809534,0.08333333333333334
258,Feron Hunt,22,NYK,2,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1,2.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0
259,De'Andre Hunter,24,ATL,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,1,21.799999999999997,0.6146788990825689,0.15137614678899083,0.05963302752293579,0.03211009174311927,0.018348623853211014,0.05963302752293579,0.06422018348623854
260,Chandler Hutchison,25,PHO,6,0,3.7,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.5,0.5,0.3,0.3,1.0,0.0,0.8,0.8,0.3,0.0,0.0,0.7,0.2,0.7,1,2.5,0.27999999999999997,0.32,0.12,0.0,0.0,0.27999999999999997,0.0
